Sentence,label
 አረጋዊ ዮሴፍ ,Literal 
 አበበ ሄደ,Literal 
 አንተ አትስቅበትም ,Literal 
 አንድ ኢትዮጵያ,Literal 
 አኩርፈህ ነዉ,Literal 
 አይከሰኝም ይላሉ ,Literal 
 አደጋ ስላየ ,Literal 
 ኢየሱስ ክርስቶስ ,Literal 
 እስልምና እምነት ,Literal 
 እነሱ ባያዩ,Literal 
 እናት ፓርቲ ,Literal 
 እንቅልፍ ነቃ,Literal 
 እንደድሮሽ ብታማክሪኝ,Literal 
 እየተሰበሰበ ተመዝግቦ,Literal 
 እየታገለ ተነስቶ,Literal 
 እድሜሽን ልትነግሪኝ ትችያለሽ,Literal 
 እጄን ሲጨብጠዉ ,Literal 
 ኦርቶዶክስ ተዋህዶ ,Literal 
 ከመፅሀፍት አለም ,Literal 
 ክህሎት ስልጠና,Literal 
 ኮምፒዩተር ሰለጠነ,Literal 
 ወደ ኢትዮጵያ,Literal 
 ዋስ ሁነኝ አለ,Literal 
 ዘመናዊ ስልጣኔዎች ,Literal 
 ዘመናዊ አፃፃፍ ,Literal 
 ዘርፉ ውስጥ,Literal 
 ዘበኛ ነበር,Literal 
 ዘወረደ ቅድስት,Literal 
 ዘፈን አልሰራችም ,Literal 
 ዜና መጣ,Literal 
 ዝም አለማለቴ,Literal 
 የሀገራችን ችግር ,Literal 
 የኋላቀርነት ማሳያነት,Literal 
 የላክን በመሆኑ ደረሰው,Literal 
 የመጀመሪያ አማራጫቸው አያደርጉም,Literal 
 የመጣበትን ለቅሶ ,Literal 
 የሚሰሩበት ቃላት ,Literal 
 የሚተላለፈዉን መልእክት ,Literal 
 የሚነገረዉ ሀሳብ,Literal 
 የማትችለዉ አደጋ,Literal 
 የትምህርት ዘመን ,Literal 
 የነበራት ወይዘሮ,Literal 
 የአማራ መነሻ,Literal 
 የአበሻ ሌሊቶች ,Literal 
 የኢትዮጵያ ስፔስ,Literal 
 የኢትዮጵያ ታሪክ ,Literal 
 ያለሽኝ አንቺ,Literal 
 ያልተወኝ እግዚአብሄር,Literal 
 ያየዉ ጀመር  ,Literal 
 ይህች ልጅ,Literal 
 ይመስል ነበር ,Literal 
 ደብረ ታቦር,Literal 
 ገናዥ ነበሩ ,Literal 
 ገንዘብ ሰጠ  ,Literal 
 ግእዝ አማረኛ ,Literal 
 ጓደኛ አለችህ,Literal 
 ጠዋት መነሳት,Literal 
 ፈፅሞ አለመግባባት ,Literal 
 ፍቅር ይሉኝታዋን,Literal 
 እንቅልፍ,Literal 
ሃላፊነቱን እወስዳለሁ,Literal 
ሃላፊነት,Literal 
ሀላፊነት የጎደለው,Literal 
ሀላፊነት የጎደለው,Literal 
ሐሰተኛ የሐሰትም አባት ነው,Literal 
ሐሰትን ሲናገር,Literal 
ሀሳብ መስጫ,Literal 
ሃሳብ እንዲያዋጡ እናድርግ,Literal 
ሀብታም ሀገር,Literal 
ሀብትና ድህነት,Literal 
ሀብቶች ተጨፍጭፈዋል,Literal 
ሀዘኑን ገልጿል,Literal 
ሀዘን,Literal 
ሀዘን ቤት,Literal 
ሀያል ሀገር,Literal 
ሀያል ሰው,Literal 
ኃይለኛ እሆናለሁ,Literal 
ኃይላቸውን ለማዋሃድ ተስማሙ,Literal 
ሀይማኖቱን ለወጠ ,Literal 
ሃይማኖቱን በነጻነት እንዳያካሂድ,Literal 
ሀዲሱን እንግለጠው,Literal 
ሀገራቸው መመለሳቸው ,Literal 
ሀገራችን ኢትዮጵያ ,Literal 
ሀገራዊ ሀላፊነት,Literal 
ሀገራዊ እቅድ ,Literal 
ሀገሬን ላሳያችሁ ,Literal 
ሀገር ስላም,Literal 
ሃገር በቀል ዕውቀት,Literal 
ሀገር ኢትዮጵያ,Literal 
ሀገር እንዳይፈርስ,Literal 
ሀገር ዉስጥ,Literal 
ሁለታችሁም ተሳስታችኋል,Literal 
ሁለት ቀናት,Literal 
ሁሉ ተለዋውጠው,Literal 
ሁሉ እንዲታሰሩላቸዉ  ,Literal 
ሁሉ እውነት እንዴት ይወራል,Literal 
ሁሉም ሰው ነቅቷል,Literal 
ሁሉን አቀፍ,Literal 
ሁሉን አቀፍ,Literal 
ሁሉንም,Literal 
ሁላችንም,Literal 
ሁልጊዜ ሰበብ አያጣም,Literal 
ሂደህ ፈልግ,Literal 
ሄጄ መጫወት እፈልጋለሁ,Literal 
ህልሙን ያሳካ,Literal 
ህመም,Literal 
ህመም,Literal 
ህትመት,Literal 
ህንጻ ስር ይወጣል,Literal 
ህዝበ ክርስቲን,Literal 
ሕዝብ ድል ያደርጋል,Literal 
ህዝብን ለከባድ ቀውስ,Literal 
ሕይወታቸው ማለፉን ,Literal 
ህይወታቸው ምን ይነግረናል,Literal 
ሕይወት መኖር,Literal 
ህይወት በሙሉ,Literal 
ህይወት አሁን ናት,Literal 
ህይወት የለሽ,Literal 
ህይወት ግን በጣም ቀላል ናት,Literal 
ህይወትን ሙሉ,Literal 
ህገ መንግስት,Literal 
ህገ መንግስት ይከበር,Literal 
ህገ መንግስት ይከበር,Literal 
ሕገ-ወጥ ተግባራት,Literal 
ህግ አውጭ,Literal 
ህግ አዉጭ,Literal 
ህግ አዉጭ,Literal 
ሕግ እንደራቁ,Literal 
ህግን ያልተከተለ ነው,Literal 
ህፃኑ ጌታቸው መማር አልቻለም,Literal 
ህጻናት ያለቁበት,Literal 
ህጻን ልጅ,Literal 
ህጻን ልጅ አለው,Literal 
ሆስፒታል ደርሰው,Literal 
ሆዳቸው አምላካቸው ነው,Literal 
ለሁሉም ጊዜ አለው,Literal 
ለህክምና እርዳታ,Literal 
ለህዝብ ይፋ,Literal 
ለሌሎች ማድረስ,Literal 
ለመሆን መወሰን,Literal 
ለመረጋጋት ሞክር,Literal 
ለመሻገር አሻግሮ  ማየት,Literal 
ለመቆናጠጥ ካላቸው,Literal 
ለመወጣት ባለው ቁርጠኝነት,Literal 
ለመዋል ሞክሩ,Literal 
ለመጀመሪያ ጊዜ,Literal 
ለመጀመሪያ ጊዜ,Literal 
ለመገናኘት ያብቃን,Literal 
ለመግለፅ እሱ አልቻለም,Literal 
ለመፍታት ከአቅም በላይ አይደለም,Literal 
ለሚያገለግል ህዋስ ,Literal 
ለሚያግዟቸው,Literal 
ለማለት ያህል ነው,Literal 
ለማሳካት መሯሯጥ ያስገምታል,Literal 
ለማሳየት ትፈልጋላችሁ,Literal 
ለማስታወስ ይወዳል,Literal 
ለማስፋፋት የተከፈተ ነው,Literal 
ለማረጋገጥ ተችሏል,Literal 
ለማራራቅ እየሄዳችሁበት,Literal 
ለማብረድ ቻሉ  ,Literal 
ለማንም የማይበረከት,Literal 
ለማወቅ ጣረች,Literal 
ለምለም እንጀራ,Literal 
ለምን ሄድክ,Literal 
ለሰው ልጅ ፍጆታ,Literal 
ለረዥም ጊዜ,Literal 
ለሩስያ ልታቀርብ ,Literal 
ለሽልማት እንደሚያበቃ,Literal 
ለቅሶ ቤት,Literal 
ለቅሶ ደረሰ,Literal 
ለቅሶና ምሬት,Literal 
ለቅሶውን አልሰሙም ነበር,Literal 
ለበለጠ መረጃ,Literal 
ለበርካታ ዓመታት,Literal 
ለበርካታ ዜጎች,Literal 
ለተማሪዎቻችን ደብዳቤ እንልካለን,Literal 
ለተደጋጋሚ ጥቃት,Literal 
ለቲክቫህ ኢትዮጵያ ,Literal 
ለነዚህ ልጄን አይሰጥም,Literal 
ለኔ አስፈላጊ አደለም,Literal 
ለአርባ ምንጭ ሆስፒታል ,Literal 
ለአገራችን የቴክኖሎጂ ሽግግር ,Literal 
ለአጋርና ባለድርሻ አካላት,Literal 
ለኢትዮጲያ ገበያ,Literal 
ለእራስ ያሉት ,Literal 
ለእውነት ሞተ,Literal 
ለወደፊት,Literal 
ለዋሂድ ክርስትናን,Literal 
ለውሳኔም ይረዳናል,Literal 
ለውጥማ አለ,Literal 
ለውጥን አይፈሩም,Literal 
ለዚህም ነው,Literal 
ለዚያም ክብር ያብቃን,Literal 
ለየት ያለ,Literal 
ለይቶ አየ,Literal 
ለገበሬ ሰዉ ,Literal 
ለገበያ እንዲቀርቡ ፈቃድ ልትሰጥ ነው,Literal 
ለጊዜው ምክንያቱ ,Literal 
ለግላቸው የፖለቲካ ትርፍ,Literal 
ለጥቂት ጊዚያት,Literal 
ለጥቂት ጊዚያት,Literal 
ለፈተና የሚቀርቡት,Literal 
ሊቀ መንበር,Literal 
ሊቆም ይገባል,Literal 
ሊንክ,Literal 
ሊያባልግ ይችላል,Literal 
ሊያዘገያችሁ ይፈልጋል,Literal 
ሊጋፋ አይችልም,Literal 
ላጤ ነኝ ጨዋታዎች,Literal 
ሌሊት አይደለም,Literal 
ሌሎች የሄዱበት,Literal 
ሌሎችም ተቋማት ,Literal 
ልመጣ ነኝ,Literal 
ልማዶችህን ቀይር,Literal 
ልምድ በመውሰድ ጊዜህን,Literal 
ልቀቀው,Literal 
ልብ ወለድ,Literal 
ልብስ የምታጥብልኝ,Literal 
ልታየዉ የማትችለዉን,Literal 
ልታገሣቸውም ደክሜያለሁ,Literal 
ልትበሳጭ አስባ,Literal 
ልነግራችሁ,Literal 
ልናስብ እንችላለን,Literal 
ልንገባ አንችልም,Literal 
ልዩ መድረክ,Literal 
ልዩ የኢፍጣር መርሃ ግብር ,Literal 
ልዩ ፈተና ያመጣብናል,Literal 
ልጄን ልሰጥ  ,Literal 
ልጅ ሳይመጣ,Literal 
ልጆች ግን አሏቸው,Literal 
መሆኑ እሙን ነው,Literal 
መሆኑን ተገንዝበው ,Literal 
መሆኑን አላወቁም ነበር,Literal 
መሆኑን እወድለታለሁ ,Literal 
መሆኔን እወቁ,Literal 
መሆን አይችልም,Literal 
መሆን አይችልም,Literal 
መለዋወጥ ይረዳዎታል,Literal 
መለዮ ኮፍያ,Literal 
መሉ ጤና,Literal 
መላውን ክርስቲያን,Literal 
መልሱ በጣም አስደነቀኝ,Literal 
መልስ እፈልጋለሁ,Literal 
መልስ እፈልጋለሁ,Literal 
መልዕክታቸውን አስተላልፈዋል,Literal 
መልዕክት,Literal 
መልዕክት አስተላልፈዋል,Literal 
መልካም ህይወት,Literal 
መልካም ምኞት,Literal 
መልካም ምኞት ,Literal 
መልካም ባል,Literal 
መልካም ባአል,Literal 
መልካም አሁን,Literal 
መልካም ወጣት,Literal 
መልካም ወጤት,Literal 
መልካም ጊዜ,Literal 
መልካም ጋብቻ,Literal 
መመረቂያ ጽሁፍ ,Literal 
መማር ማስተማር,Literal 
መማርያ ክፍል,Literal 
መምህራን,Literal 
መምህራን,Literal 
መምህራን ሊቆጫችሁ ይገባል,Literal 
መምህር መሆን,Literal 
መሞት አይቀርም,Literal 
መሰልቸትን ማፍቀር አለብህ,Literal 
መሰረታዊ ግእዝ ,Literal 
መሰረት,Literal 
መሰረት የሚዘጋጅ ይሆናል,Literal 
መሰናክል እሩጫ,Literal 
መሰንቆ መታ ,Literal 
መሳተፍ እንዳለባቸው,Literal 
መስመር,Literal 
መስቀል,Literal 
መስታወት,Literal 
መስጠት,Literal 
መስጠት አይወድም,Literal 
መረጃ ያመለክታል,Literal 
መረጃዎች,Literal 
መረጋጋት አቁም,Literal 
መሬት ላይ የተቆፈረ,Literal 
መሬት ላይ የተቆፈረ,Literal 
መርሐ-ግብር ተደርጎ,Literal 
መርከቦችን አጠቃለሁ ብሏል,Literal 
መሸቀጥ አሁን ላይ የለም,Literal 
መሻፈዶች,Literal 
መቀበል,Literal 
መቀጠል,Literal 
መቋቋም ተማር,Literal 
መብራት ጠፋ ,Literal 
መብቱ ለማስከበር ,Literal 
መተኛት አለበት ,Literal 
መታወቂያ,Literal 
መታወቂያ ምዝገባ  ተጀመረ,Literal 
መታዘብ ትችላላችሁ,Literal 
መቼ ተጠያቂነት ተረጋገጠ,Literal 
መቼ የተጎዳ ተካሰ ,Literal 
መቼ ፍትህ ተሰጠ ,Literal 
መች ተመለሱ,Literal 
መንገድ,Literal 
መንገድ,Literal 
መንገድ ላይ,Literal 
መንገድ በቀናነት,Literal 
መንገድ ተዘግቶ,Literal 
መንገድ እንጓዝ,Literal 
መንግስታዊ ሽብርተኝነት ,Literal 
መንግስት,Literal 
መንግስት አልፈልግም ,Literal 
መንፈሰ ጠንካራ,Literal 
መንፈሳዊ ከፍታ,Literal 
መንፈሳዊ ከፍታ,Literal 
መንፈሳዊ ዝግጅት  ,Literal 
መንፈሳዊነት,Literal 
መንፈስ ቅዱስ,Literal 
መኖሪያ ቤት,Literal 
መኖሪያ ቤት,Literal 
መኖሪያ ከመሆኗ አንፃር,Literal 
መኖርማ አለበት,Literal 
መኝታ ቤት,Literal 
መኝታ ቤት,Literal 
መከልከል,Literal 
መከልከል,Literal 
መከራ መቀጠሉ ያሳዝነኛል,Literal 
መከባበር ብቻ ነው,Literal 
መኪና እንደሚገዙ ገለጹ,Literal 
መካሄዱን ለማወቅ ተችሏል,Literal 
መካከለኛ,Literal 
መወሰን,Literal 
መዋእለ ንዋይ,Literal 
መዋጮዬ ወዴት አለ,Literal 
መውሰድ,Literal 
መውሰድ,Literal 
መውደቅን መሸሽ,Literal 
መውደቅን መፍራት,Literal 
መዘመር ማሸብሸብ የተከለከልከው,Literal 
መዝገበ ቃላ,Literal 
መያዝ ይጠበቅባቸዋል,Literal 
መደረግ ያለበት ነገር,Literal 
መደበቁ ማየት,Literal 
መደበቂያ እስኪያጣ ,Literal 
መድረሳቸውን ገልጸዋል,Literal 
መድብል,Literal 
መድከም ያለ ነው,Literal 
መዶሻ ልክ ነው,Literal 
መጀመሪያ ደረጃ ,Literal 
መገባቱ እጅግ የሚያሳዝን ነው,Literal 
መገኘት ፈጽሞ ,Literal 
መጋቢት,Literal 
መጋደል ከወዴት ይመጣሉ,Literal 
መግለጽ ይወዳል,Literal 
መግቢያ መውጪያ,Literal 
መግቢያ ፈተና ,Literal 
መግቢያ ፈተና ,Literal 
መግባት ክልክል ነው,Literal 
መግዛት ከፈጣሪ,Literal 
መጎብኘቱ ተገለጸ,Literal 
መጠበብ,Literal 
መጠነ ቁስ,Literal 
መጠኑ ጨመረ,Literal 
መጥምቀ መለኮት ,Literal 
መጥፎ እሴቶች,Literal 
መጥፎ እድል,Literal 
መጥፎ ዜናዎች,Literal 
መጥፎ ዜናዎች,Literal 
መጥፎ ጠረን,Literal 
መጥፎ ጸባይ,Literal 
መጨረሻቸው ጥፋት ነው,Literal 
መጨነቅ,Literal 
መጨፈር,Literal 
መጻሕፍትን ማንበብ ,Literal 
መጽሀፍ መደርደሪያ ,Literal 
መጽሀፍ ቅዱስ,Literal 
መጽሐፍ ቅዱስ ትንተና,Literal 
መጽሐፍት ታትሟል,Literal 
መጽሐፎች,Literal 
መፈረም ይኖርባችኋል,Literal 
መፈንቅለ ስልጣን,Literal 
መፍቀሬ ጥበብ ሰሎሞን,Literal 
መፍትሄ ሀሳብ,Literal 
መፍትሄ ሰጭ,Literal 
መፍትሄ ቢሰጠው,Literal 
መፍትሄው,Literal 
መፍጠር,Literal 
ሙሉ ሀብት,Literal 
ሙሉ ቀን,Literal 
ሙሉ እምነት,Literal 
ሙሉ እዉቅና,Literal 
ሙሉ ዉድቀት,Literal 
ሙዚቃ መቀነስና በጸጥታ ማንበብ,Literal 
ሙያ,Literal 
ሙያ እና ችሎታ,Literal 
ሚሊተሪ የደረሰባቸው,Literal 
ሚሊተሪው ቦታው ድረስ,Literal 
ሚሊየን ብር ድጋፍ አደረገ,Literal 
ሚስጢር መያዝ አይችልም,Literal 
ሚስጥራዊ ሰነዶች,Literal 
ሚሽኑን ጨርሷል,Literal 
ሚኒስቴር አሳውቋል,Literal 
ሚና,Literal 
ሚንስትሩ በኩል,Literal 
ሚካኤል ይጠብቃችሁ,Literal 
ሚዛናዊ አመለካከት,Literal 
ሚዲያ,Literal 
ሚዲያ እየመጣ ነው,Literal 
ሚዲያ ዋና ክፍል ነው,Literal 
ማህበረ ቅዱሳን ,Literal 
ማሕበረሰብ,Literal 
ማህበረሰብ ቅሬታ ,Literal 
ማህበራዊ ትስስር,Literal 
ማህበራዊ ዲሞክራሲ,Literal 
ማህበራዊ ግንኙነት,Literal 
ማህደረ ማርያም ,Literal 
ማለዳ ላይ,Literal 
ማመልከት ይቻላል,Literal 
ማመኑ አስቀድሞ ይመጣል,Literal 
ማሰብ ነው,Literal 
ማሰብ አትችሉም,Literal 
ማሰብ ያስፈልጋል,Literal 
ማሲንቂ በመጫወት የሚታወቁት,Literal 
ማሳሰቢያ,Literal 
ማሳሰቢያ,Literal 
ማሳሰቢያ ተሰጥቷል,Literal 
ማስቆም የሚቻልበትን ሁኔታ,Literal 
ማስተዛዘን,Literal 
ማስወረድ መግደል ነው,Literal 
ማስፋፋት ባለፈ,Literal 
ማረም ፈጽሞ የማይቻል,Literal 
ማርቆስ ጥሩ ከተማ ናት,Literal 
ማሸነፍ አለብኝ,Literal 
ማሸነፍ አንችልም,Literal 
ማሻሻያ,Literal 
ማሽቃበጥ ለሹመት,Literal 
ማበርከት,Literal 
ማብራሪያ ለመስጠት ነው,Literal 
ማብራት የተሻለ ሊሆን ይችላል ,Literal 
ማን አውቆ ይመርጠዋል,Literal 
ማንም ራሱን አያታል,Literal 
ማንበብ ለህይወት ያስፈልጋል,Literal 
ማንነት,Literal 
ማንነት,Literal 
ማንነት ሳያግደዉ ወደዳት,Literal 
ማንነት ተረጋገጦ,Literal 
ማንኛውም,Literal 
ማንኛዉም ቋንቋ ይችላል,Literal 
ማዕቀብ መጣል,Literal 
ማከናወን,Literal 
ማከክ ግዴታው ሆነ,Literal 
ማክሰኞ,Literal 
ማውገዝ,Literal 
ማየት ይችላሉ ,Literal 
ማደር አይገባም,Literal 
ማድረጉን አመልክቷል,Literal 
ማድረግ ነበረብን,Literal 
ማግባት አለባት,Literal 
ማጠቃለያ ፈተና ,Literal 
ማጣትን ለመቀነስ,Literal 
ሜክሲኮ ,Literal 
ምላሽ,Literal 
ምላሽ ሲሠጡ,Literal 
ምሳችንም ተቀጥተናል,Literal 
ምስቅልቅል,Literal 
ምርመራ,Literal 
ምርመራ እየተደረገ ነው,Literal 
ምርጥ ዘር,Literal 
ምርጫ,Literal 
ምርጫ ብቻ,Literal 
ምርጫ ጣቢያ,Literal 
ምርጫ ጣቢያ,Literal 
ምርጫው,Literal 
ምሽት ላይ,Literal 
ምሽት ላይ,Literal 
ምኒልክ ኢትዮጵያ ,Literal 
ምን አለ,Literal 
ምን አለ አስማተኛ በሆንኩ,Literal 
ምን አልባት ጊዜያችን,Literal 
ምን አስቸኮለን,Literal 
ምን አሸበረን,Literal 
ምን ይሉኛል ,Literal 
ምንም መንገድ,Literal 
ምንም ምላሳቸዉን,Literal 
ምንም አልመሰለኝም,Literal 
ምንም አይነት,Literal 
ምንም የለም,Literal 
ምንም ግድ አይሰጠውም,Literal 
ምኝታቸዉ ሄዱ,Literal 
ምእመናንና ምእመናት,Literal 
ምዕራባዊነት እና ዓለማዊነት,Literal 
ምእራፍ ሶስት,Literal 
ምኵራብ,Literal 
ምክራቸው,Literal 
ምክራቸውን,Literal 
ምክር ቢጤ,Literal 
ምክንያቱ ባልታወቀ,Literal 
ምክንያት በማድረግ,Literal 
ምክንያት አለኝ,Literal 
ምክንያት ግልጽ ነው,Literal 
ምዝበራ የፈጸመው,Literal 
ምዝገባ ማከናወን ,Literal 
ምዝገባ ጀምረናል,Literal 
ምደባ ,Literal 
ምድረ ሌባ ሁላ,Literal 
ምድር ቤት,Literal 
ምግብ ማስቀረት,Literal 
ምግብ ቤት,Literal 
ምግብ አቀረበ,Literal 
ምግብ እንዲዘጋጅ,Literal 
ምጣኔውን ያስተካክላል,Literal 
ምጽዋትን,Literal 
ሞሰበ ወርቅ,Literal 
ሞራሉም,Literal 
ሞት,Literal 
ሞክረን ስህተትን ብንሰራ,Literal 
ሞገደኛ ዝናብ,Literal 
ሰለባ እየሆኑ ,Literal 
ሰላማውያንን እየገፉ ሰላምን የሚሹ ተቋማት,Literal 
ሰላም,Literal 
ሰላም ሰፈነ ተብሎ,Literal 
ሰላም ወዳዱን ወገን ሁሉ አሳዝኗል,Literal 
ሰላም ውድ መምህራን,Literal 
ሰላም ጤና ይስጥልን ,Literal 
ሰላሟ የተረጋገጠ ነው,Literal 
ሰማእቱ ቅዱስ ጊዮርጊስ,Literal 
ሰምቼ አላውቅም,Literal 
ሠራተኞች ተጠበቁ,Literal 
ሰርአት አልበኝነት,Literal 
ሰቀላ መሰል አዳራሽ,Literal 
ሰቆጣም ይሠራ,Literal 
ሰብስክራይብ,Literal 
ሰንሻይን,Literal 
ሰንደቅ ኣላማ,Literal 
ሰንደቅ ኣላማ አላቸው,Literal 
ሰኞ ትምህርት መኖር የለበትም ,Literal 
ሰከን በሉ በሏቸው,Literal 
ሰክናችሁ ማሰብ እና ማዳመጥ ,Literal 
ሰወችን የሚለውጥ ስራ ነው,Literal 
ሰው ሰራሽ,Literal 
ሰው ነህ,Literal 
ሰው ውድ ፍጠር ነው,Literal 
ሰው የምታይበት ዓይን,Literal 
ሠው ይሰለቸኛል አትሉም,Literal 
ሰው ይወዳል,Literal 
ሰውነቱ በእከክ ሲወረር አዛኝ አጣ,Literal 
ሰጥቼ,Literal 
ሰፖርታዊ ጨዋነት,Literal 
ሲሉ ጠይቀዋል,Literal 
ሲል ነበር,Literal 
ሲማማሩ ነበር,Literal 
ሲስተሙ,Literal 
ሲቻል,Literal 
ሲወጣ ሁልጊዜ  ይጠፋል,Literal 
ሲውል ሲያድር,Literal 
ሲዘበራረቅብኝ ይታወቅኛል,Literal 
ሲያስተላልፉ ይታያሉ,Literal 
ሲያቀርብ ቆይቷል,Literal 
ሲያቅዱ ጥርሳቸዉን ያሳያሉ,Literal 
ሲያደባ,Literal 
ሲጋራ አጭሰው,Literal 
ሳላስብበት,Literal 
ሳል አድርጎኛል,Literal 
ሳልቀምር,Literal 
ሳር ቤት,Literal 
ሳታደርገዉ ቀረች ,Literal 
ሳታገባ ቀረች ,Literal 
ሳትይዙ እንዳትወጡ,Literal 
ሳይንስ,Literal 
ሴት ልጅ,Literal 
ሴት ልጅ ትታለልልሃለች,Literal 
ሴቶች መብት ,Literal 
ሴቶች በግፍ በጭካኔ የተደፈሩበት,Literal 
